Model Name,Single Task,Tasks,Sampling Mode,final_loss_train,final_loss_dev,final_loss_test,final_acc_dev,final_acc_test,SemEval_final_acc_dev_2_class,SemEval_final_acc_dev_3_class,SemEval_final_acc_dev_4_class,SemEval_final_acc_test_2_class,SemEval_final_acc_test_3_class,SemEval_final_acc_test_4_class,Sentihood_strict__aspect_acc_dev,Sentihood_strict_aspect_acc_test,Sentihood_Sentiment_AUC,Sentihood_Aspect_AUC,Precision,Recall,F1_Score,Done?,UniqueID
xlnet-base-cased,Sentihood_QA_B,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",sqrt,0.0055035584048628745,0.2007532665474256,0.2007532665474256,0.9295081967213116,0.9366776315789472,,,,,,,,0.8527214514407684,0.9604031307133962,0.971171093799066,0.9562171628721541,0.8950819672131147,0.9246401354784078,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|sqrt"
bert-base-uncased,SST-2,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",sqrt,0.012711465322600956,0.2494593794856753,0.2494593794856753,0.9162844036697247,0.9162844036697247,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|sqrt"
bert-base-uncased,NER,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",sqrt,0.011459812590134323,0.2258163832414609,0.2258163832414609,0.6535384615384615,0.6655082536924414,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|sqrt"
bert-base-uncased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",sqrt,0.0065088159493496564,0.1283931958586998,0.1283931958586998,0.9245,0.9245,0.9556313993174058,0.8961973278520041,0.8604878048780488,0.9556313993174058,0.8961973278520041,0.8604878048780488,,,,,0.9214501510574018,0.8926829268292683,0.9068384539147673,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|sqrt"
bert-base-uncased,Sentihood_QA_B,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",sqrt,0.0035902881981440134,0.17256764927878976,0.17256764927878976,0.9360655737704918,0.9309210526315792,,,,,,,,0.8591248665955176,0.9681417947295128,0.9741062557125898,0.9650735294117648,0.860655737704918,0.9098786828422876,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|sqrt"
xlnet-base-cased,SST-2,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",square,0.014980328540819024,0.20775095054081508,0.20775095054081508,0.93348623853211,0.93348623853211,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|square"
xlnet-base-cased,NER,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",square,0.01267004043954767,0.18482652478493175,0.18482652478493175,0.6516923076923077,0.6739067477555749,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|square"
xlnet-base-cased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",square,0.008860719628224739,0.16442646168374048,0.16442646168374048,0.9245,0.9245,0.9465301478953356,0.8879753340184995,0.8546341463414634,0.9465301478953356,0.8879753340184995,0.8546341463414634,,,,,0.9116781157998036,0.9063414634146342,0.9090019569471623,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|square"
xlnet-base-cased,Sentihood_QA_B,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",square,0.0039479632288530065,0.2279283456208015,0.2279283456208015,0.9426229508196722,0.9407894736842104,,,,,,,,0.8537886872998933,0.9660303242132068,0.9710188515691642,0.953900709219858,0.8819672131147541,0.9165247018739354,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|square"
bert-base-uncased,SST-2,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",square,0.011673148944822735,0.2238861322402954,0.2238861322402954,0.9185779816513762,0.9185779816513762,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|square"
bert-base-uncased,NER,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",square,0.01210619765411092,0.2054513056690876,0.2054513056690876,0.6353846153846154,0.6455256298870548,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|square"
bert-base-uncased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",square,0.0043679039532197135,0.15514431903465015,0.15514431903465015,0.92575,0.92575,0.9510807736063708,0.8910585817060637,0.8585365853658536,0.9510807736063708,0.8910585817060637,0.8585365853658536,,,,,0.9194029850746268,0.9014634146341464,0.9103448275862068,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|square"
bert-base-uncased,Sentihood_QA_B,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",square,0.0019520728762463305,0.22500446290095247,0.22500446290095247,0.9147540983606556,0.9342105263157896,,,,,,,,0.8495197438633938,0.9567312036038644,0.9729575984845488,0.9600725952813068,0.8672131147540983,0.9112833763996556,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|square"
xlnet-base-cased,SST-2,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",anneal,0.02234673918618128,0.2291685811110905,0.2291685811110905,0.93348623853211,0.93348623853211,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|anneal"
xlnet-base-cased,NER,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",anneal,0.01845923719963429,0.18897309985298374,0.18897309985298374,0.6716923076923077,0.6909933391253982,,,,,,,,,,,,,,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|anneal"
xlnet-base-cased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",anneal,0.010813409979738415,0.13119497661223742,0.13119497661223742,0.9225,0.9225,0.9488054607508531,0.8961973278520041,0.8614634146341463,0.9488054607508531,0.8961973278520041,0.8614634146341463,,,,,0.9016553067185978,0.9034146341463416,0.9025341130604289,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|anneal"
xlnet-base-cased,Sentihood_QA_B,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",anneal,0.005171238790376809,0.1991952243896032,0.1991952243896032,0.918032786885246,0.9342105263157896,,,,,,,,0.8505869797225186,0.9601496676375251,0.9668720881403112,0.9585585585585584,0.8721311475409836,0.9133047210300428,Yes,"xlnet-base-cased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|anneal"
bert-base-uncased,SST-2,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",anneal,0.015931506014266125,0.258354338152068,0.258354338152068,0.9197247706422018,0.9197247706422018,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|anneal"
bert-base-uncased,NER,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",anneal,0.014465231760186466,0.21570672581975275,0.21570672581975275,0.6510769230769231,0.6617434115262091,,,,,,,,,,,,,,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|anneal"
bert-base-uncased,SemEval_QA_B,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",anneal,0.0050883475120037285,0.13650384702227392,0.13650384702227392,0.93,0.93,0.9522184300341296,0.8961973278520041,0.8575609756097561,0.9522184300341296,0.8961973278520041,0.8575609756097561,,,,,0.920666013712047,0.9170731707317074,0.9188660801564028,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|anneal"
bert-base-uncased,Sentihood_QA_B,"SST-2, NER, SemEval_QA_B, Sentihood_QA_B",anneal,0.002333474960986753,0.2025171679296446,0.2025171679296446,0.9229508196721312,0.9268092105263158,,,,,,,,0.8537886872998933,0.9588310324419348,0.9739391986754488,0.9661016949152542,0.8409836065573771,0.8992112182296232,Yes,"bert-base-uncased|SST-2, NER, SemEval_QA_B, Sentihood_QA_B|anneal"
